     n                 r           density          velocity             B_phi               B_z          pressure
                    (cm)         (mg/cm^3)            (km/s)          (Mgauss)          (Mgauss)         (kJ/cm^3)
   663  1.3858931276D-05  4.1530841270D-05 -5.7745586599D-03  6.1549607220D-03  6.5222811427D+00  4.0544364883D+01
   664  1.3887439545D-05  4.1625774515D-05 -5.7864371211D-03  6.1619913607D-03  6.5222811277D+00  4.0544364697D+01
   665  1.3916006457D-05  4.1720924764D-05 -5.7983400171D-03  6.1690300302D-03  6.5222811127D+00  4.0544364511D+01
   666  1.3944632131D-05  4.1816292510D-05 -5.8102673972D-03  6.1760767398D-03  6.5222810976D+00  4.0544364323D+01
   667  1.3973316690D-05  4.1911878252D-05 -5.8222193129D-03  6.1831314986D-03  6.5222810825D+00  4.0544364135D+01
   668  1.4002060254D-05  4.2007682490D-05 -5.8341958136D-03  6.1901943158D-03  6.5222810673D+00  4.0544363947D+01
   669  1.4030862944D-05  4.2103705719D-05 -5.8461969508D-03  6.1972652007D-03  6.5222810522D+00  4.0544363759D+01
   670  1.4059724883D-05  4.2199948445D-05 -5.8582227747D-03  6.2043441624D-03  6.5222810370D+00  4.0544363569D+01
   671  1.4088646191D-05  4.2296411165D-05 -5.8702733362D-03  6.2114312102D-03  6.5222810218D+00  4.0544363381D+01
   672  1.4117626991D-05  4.2393094386D-05 -5.8823486856D-03  6.2185263533D-03  6.5222810065D+00  4.0544363191D+01
   673  1.4146667406D-05  4.2489998608D-05 -5.8944488750D-03  6.2256296009D-03  6.5222809912D+00  4.0544363000D+01
   674  1.4175767558D-05  4.2587124340D-05 -5.9065739547D-03  6.2327409623D-03  6.5222809758D+00  4.0544362810D+01
   675  1.4204927570D-05  4.2684472085D-05 -5.9187239763D-03  6.2398604469D-03  6.5222809604D+00  4.0544362618D+01
   676  1.4234147565D-05  4.2782042353D-05 -5.9308989908D-03  6.2469880637D-03  6.5222809450D+00  4.0544362427D+01
   677  1.4263427666D-05  4.2879835650D-05 -5.9430990502D-03  6.2541238223D-03  6.5222809296D+00  4.0544362234D+01
   678  1.4292767998D-05  4.2977852489D-05 -5.9553242050D-03  6.2612677317D-03  6.5222809141D+00  4.0544362042D+01
   679  1.4322168683D-05  4.3076093380D-05 -5.9675745074D-03  6.2684198015D-03  6.5222808986D+00  4.0544361849D+01
   680  1.4351629847D-05  4.3174558833D-05 -5.9798500091D-03  6.2755800408D-03  6.5222808830D+00  4.0544361656D+01
   681  1.4381151613D-05  4.3273249364D-05 -5.9921507623D-03  6.2827484590D-03  6.5222808675D+00  4.0544361462D+01
   682  1.4410734107D-05  4.3372165484D-05 -6.0044768182D-03  6.2899250654D-03  6.5222808518D+00  4.0544361268D+01
   683  1.4440377452D-05  4.3471307714D-05 -6.0168282292D-03  6.2971098695D-03  6.5222808362D+00  4.0544361073D+01
   684  1.4470081775D-05  4.3570676567D-05 -6.0292050480D-03  6.3043028806D-03  6.5222808205D+00  4.0544360878D+01
   685  1.4499847201D-05  4.3670272561D-05 -6.0416073257D-03  6.3115041079D-03  6.5222808047D+00  4.0544360682D+01
   686  1.4529673855D-05  4.3770096217D-05 -6.0540351159D-03  6.3187135610D-03  6.5222807890D+00  4.0544360487D+01
   687  1.4559561864D-05  4.3870148053D-05 -6.0664884705D-03  6.3259312493D-03  6.5222807732D+00  4.0544360290D+01
   688  1.4589511353D-05  4.3970428594D-05 -6.0789674415D-03  6.3331571821D-03  6.5222807573D+00  4.0544360093D+01
   689  1.4619522449D-05  4.4070938359D-05 -6.0914720826D-03  6.3403913688D-03  6.5222807415D+00  4.0544359895D+01
   690  1.4649595279D-05  4.4171677875D-05 -6.1040024463D-03  6.3476338189D-03  6.5222807256D+00  4.0544359697D+01
   691  1.4679729970D-05  4.4272647667D-05 -6.1165585853D-03  6.3548845418D-03  6.5222807096D+00  4.0544359499D+01
   692  1.4709926648D-05  4.4373848259D-05 -6.1291405523D-03  6.3621435470D-03  6.5222806936D+00  4.0544359300D+01
   693  1.4740185443D-05  4.4475280180D-05 -6.1417484013D-03  6.3694108439D-03  6.5222806776D+00  4.0544359101D+01
   694  1.4770506480D-05  4.4576943958D-05 -6.1543821849D-03  6.3766864420D-03  6.5222806615D+00  4.0544358902D+01
   695  1.4800889889D-05  4.4678840125D-05 -6.1670419568D-03  6.3839703507D-03  6.5222806454D+00  4.0544358702D+01
   696  1.4831335798D-05  4.4780969211D-05 -6.1797277708D-03  6.3912625797D-03  6.5222806293D+00  4.0544358502D+01
   697  1.4861844335D-05  4.4883331748D-05 -6.1924396794D-03  6.3985631383D-03  6.5222806131D+00  4.0544358300D+01
   698  1.4892415629D-05  4.4985928271D-05 -6.2051777368D-03  6.4058720362D-03  6.5222805969D+00  4.0544358099D+01
   699  1.4923049809D-05  4.5088759312D-05 -6.2179419968D-03  6.4131892827D-03  6.5222805807D+00  4.0544357896D+01
   700  1.4953747004D-05  4.5191825410D-05 -6.2307325133D-03  6.4205148875D-03  6.5222805644D+00  4.0544357694D+01
   701  1.4984507345D-05  4.5295127101D-05 -6.2435493409D-03  6.4278488600D-03  6.5222805481D+00  4.0544357491D+01
   702  1.5015330961D-05  4.5398664922D-05 -6.2563925326D-03  6.4351912100D-03  6.5222805317D+00  4.0544357288D+01
   703  1.5046217982D-05  4.5502439417D-05 -6.2692621437D-03  6.4425419469D-03  6.5222805154D+00  4.0544357084D+01
   704  1.5077168538D-05  4.5606451124D-05 -6.2821582275D-03  6.4499010802D-03  6.5222804989D+00  4.0544356880D+01
   705  1.5108182761D-05  4.5710700585D-05 -6.2950808396D-03  6.4572686196D-03  6.5222804824D+00  4.0544356675D+01
   706  1.5139260781D-05  4.5815188344D-05 -6.3080300333D-03  6.4646445749D-03  6.5222804660D+00  4.0544356470D+01
   707  1.5170402730D-05  4.5919914947D-05 -6.3210058645D-03  6.4720289554D-03  6.5222804494D+00  4.0544356265D+01
   708  1.5201608738D-05  4.6024880938D-05 -6.3340083873D-03  6.4794217708D-03  6.5222804328D+00  4.0544356059D+01
   709  1.5232878938D-05  4.6130086865D-05 -6.3470376569D-03  6.4868230308D-03  6.5222804162D+00  4.0544355851D+01
   710  1.5264213463D-05  4.6235533276D-05 -6.3600937281D-03  6.4942327449D-03  6.5222803996D+00  4.0544355644D+01
   711  1.5295612443D-05  4.6341220722D-05 -6.3731766555D-03  6.5016509230D-03  6.5222803829D+00  4.0544355437D+01
   712  1.5327076012D-05  4.6447149753D-05 -6.3862864954D-03  6.5090775746D-03  6.5222803661D+00  4.0544355229D+01
   713  1.5358604302D-05  4.6553320922D-05 -6.3994233028D-03  6.5165127095D-03  6.5222803493D+00  4.0544355021D+01
   714  1.5390197447D-05  4.6659734782D-05 -6.4125871331D-03  6.5239563373D-03  6.5222803325D+00  4.0544354811D+01
   715  1.5421855581D-05  4.6766391886D-05 -6.4257780422D-03  6.5314084676D-03  6.5222803156D+00  4.0544354602D+01
   716  1.5453578836D-05  4.6873292793D-05 -6.4389960850D-03  6.5388691103D-03  6.5222802988D+00  4.0544354392D+01
   717  1.5485367347D-05  4.6980438059D-05 -6.4522413178D-03  6.5463382751D-03  6.5222802819D+00  4.0544354182D+01
   718  1.5517221248D-05  4.7087828242D-05 -6.4655137965D-03  6.5538159715D-03  6.5222802649D+00  4.0544353971D+01
   719  1.5549140673D-05  4.7195463903D-05 -6.4788135776D-03  6.5613022097D-03  6.5222802479D+00  4.0544353759D+01
   720  1.5581125758D-05  4.7303345601D-05 -6.4921407163D-03  6.5687969989D-03  6.5222802309D+00  4.0544353548D+01
   721  1.5613176637D-05  4.7411473901D-05 -6.5054952694D-03  6.5763003493D-03  6.5222802138D+00  4.0544353335D+01
   722  1.5645293446D-05  4.7519849366D-05 -6.5188772937D-03  6.5838122705D-03  6.5222801967D+00  4.0544353122D+01
   723  1.5677476320D-05  4.7628472560D-05 -6.5322868449D-03  6.5913327723D-03  6.5222801795D+00  4.0544352909D+01
   724  1.5709725395D-05  4.7737344050D-05 -6.5457239804D-03  6.5988618646D-03  6.5222801623D+00  4.0544352695D+01
   725  1.5742040808D-05  4.7846464403D-05 -6.5591887567D-03  6.6063995571D-03  6.5222801451D+00  4.0544352481D+01
   726  1.5774422694D-05  4.7955834189D-05 -6.5726812297D-03  6.6139458597D-03  6.5222801278D+00  4.0544352266D+01
   727  1.5806871191D-05  4.8065453977D-05 -6.5862014579D-03  6.6215007821D-03  6.5222801105D+00  4.0544352051D+01
   728  1.5839386436D-05  4.8175324339D-05 -6.5997494976D-03  6.6290643342D-03  6.5222800932D+00  4.0544351835D+01
   729  1.5871968565D-05  4.8285445847D-05 -6.6133254062D-03  6.6366365260D-03  6.5222800757D+00  4.0544351619D+01
   730  1.5904617718D-05  4.8395819076D-05 -6.6269292408D-03  6.6442173672D-03  6.5222800583D+00  4.0544351403D+01
   731  1.5937334030D-05  4.8506444601D-05 -6.6405610590D-03  6.6518068678D-03  6.5222800409D+00  4.0544351185D+01
   732  1.5970117641D-05  4.8617322999D-05 -6.6542209182D-03  6.6594050376D-03  6.5222800233D+00  4.0544350968D+01
   733  1.6002968689D-05  4.8728454848D-05 -6.6679088763D-03  6.6670118865D-03  6.5222800058D+00  4.0544350749D+01
   734  1.6035887312D-05  4.8839840727D-05 -6.6816249909D-03  6.6746274245D-03  6.5222799882D+00  4.0544350530D+01
   735  1.6068873651D-05  4.8951481217D-05 -6.6953693201D-03  6.6822516615D-03  6.5222799705D+00  4.0544350311D+01
   736  1.6101927843D-05  4.9063376901D-05 -6.7091419224D-03  6.6898846074D-03  6.5222799528D+00  4.0544350091D+01
   737  1.6135050029D-05  4.9175528359D-05 -6.7229428549D-03  6.6975262721D-03  6.5222799352D+00  4.0544349871D+01
   738  1.6168240348D-05  4.9287936180D-05 -6.7367721762D-03  6.7051766657D-03  6.5222799174D+00  4.0544349650D+01
   739  1.6201498941D-05  4.9400600946D-05 -6.7506299456D-03  6.7128357981D-03  6.5222798996D+00  4.0544349429D+01
   740  1.6234825947D-05  4.9513523247D-05 -6.7645162203D-03  6.7205036793D-03  6.5222798818D+00  4.0544349207D+01
   741  1.6268221509D-05  4.9626703671D-05 -6.7784310602D-03  6.7281803191D-03  6.5222798639D+00  4.0544348985D+01
   742  1.6301685766D-05  4.9740142807D-05 -6.7923745233D-03  6.7358657278D-03  6.5222798459D+00  4.0544348762D+01
   743  1.6335218861D-05  4.9853841249D-05 -6.8063466680D-03  6.7435599153D-03  6.5222798280D+00  4.0544348539D+01
   744  1.6368820933D-05  4.9967799587D-05 -6.8203475543D-03  6.7512628915D-03  6.5222798100D+00  4.0544348315D+01
   745  1.6402492127D-05  5.0082018416D-05 -6.8343772411D-03  6.7589746666D-03  6.5222797919D+00  4.0544348091D+01
   746  1.6436232583D-05  5.0196498332D-05 -6.8484357874D-03  6.7666952507D-03  6.5222797739D+00  4.0544347865D+01
   747  1.6470042444D-05  5.0311239931D-05 -6.8625232520D-03  6.7744246537D-03  6.5222797557D+00  4.0544347641D+01
   748  1.6503921854D-05  5.0426243812D-05 -6.8766396956D-03  6.7821628857D-03  6.5222797376D+00  4.0544347414D+01
   749  1.6537870954D-05  5.0541510573D-05 -6.8907851772D-03  6.7899099568D-03  6.5222797193D+00  4.0544347189D+01
   750  1.6571889889D-05  5.0657040817D-05 -6.9049597565D-03  6.7976658773D-03  6.5222797012D+00  4.0544346962D+01
   751  1.6605978802D-05  5.0772835144D-05 -6.9191634940D-03  6.8054306569D-03  6.5222796829D+00  4.0544346734D+01
   752  1.6640137837D-05  5.0888894160D-05 -6.9333964485D-03  6.8132043060D-03  6.5222796645D+00  4.0544346506D+01
   753  1.6674367138D-05  5.1005218469D-05 -6.9476586806D-03  6.8209868348D-03  6.5222796461D+00  4.0544346277D+01
   754  1.6708666850D-05  5.1121808677D-05 -6.9619502507D-03  6.8287782533D-03  6.5222796277D+00  4.0544346048D+01
   755  1.6743037117D-05  5.1238665392D-05 -6.9762712195D-03  6.8365785717D-03  6.5222796093D+00  4.0544345819D+01
   756  1.6777478086D-05  5.1355789224D-05 -6.9906216466D-03  6.8443878000D-03  6.5222795908D+00  4.0544345589D+01
   757  1.6811989900D-05  5.1473180781D-05 -7.0050015929D-03  6.8522059486D-03  6.5222795722D+00  4.0544345359D+01
   758  1.6846572706D-05  5.1590840679D-05 -7.0194111198D-03  6.8600330276D-03  6.5222795536D+00  4.0544345128D+01
   759  1.6881226651D-05  5.1708769528D-05 -7.0338502877D-03  6.8678690472D-03  6.5222795350D+00  4.0544344896D+01
   760  1.6915951879D-05  5.1826967945D-05 -7.0483191568D-03  6.8757140177D-03  6.5222795163D+00  4.0544344664D+01
   761  1.6950748539D-05  5.1945436544D-05 -7.0628177894D-03  6.8835679492D-03  6.5222794976D+00  4.0544344432D+01
   762  1.6985616776D-05  5.2064175945D-05 -7.0773462463D-03  6.8914308519D-03  6.5222794788D+00  4.0544344198D+01
   763  1.7020556738D-05  5.2183186765D-05 -7.0919045880D-03  6.8993027362D-03  6.5222794600D+00  4.0544343964D+01
   764  1.7055568574D-05  5.2302469625D-05 -7.1064928773D-03  6.9071836123D-03  6.5222794412D+00  4.0544343730D+01
   765  1.7090652429D-05  5.2422025148D-05 -7.1211111754D-03  6.9150734904D-03  6.5222794223D+00  4.0544343495D+01
   766  1.7125808453D-05  5.2541853956D-05 -7.1357595437D-03  6.9229723809D-03  6.5222794034D+00  4.0544343260D+01
   767  1.7161036795D-05  5.2661956674D-05 -7.1504380442D-03  6.9308802940D-03  6.5222793844D+00  4.0544343024D+01
   768  1.7196337602D-05  5.2782333928D-05 -7.1651467388D-03  6.9387972401D-03  6.5222793654D+00  4.0544342788D+01
   769  1.7231711024D-05  5.2902986346D-05 -7.1798856904D-03  6.9467232295D-03  6.5222793464D+00  4.0544342551D+01
   770  1.7267157210D-05  5.3023914556D-05 -7.1946549599D-03  6.9546582723D-03  6.5222793273D+00  4.0544342313D+01
   771  1.7302676310D-05  5.3145119190D-05 -7.2094546103D-03  6.9626023792D-03  6.5222793081D+00  4.0544342075D+01
   772  1.7338268474D-05  5.3266600879D-05 -7.2242847040D-03  6.9705555604D-03  6.5222792889D+00  4.0544341837D+01
   773  1.7373933853D-05  5.3388360256D-05 -7.2391453043D-03  6.9785178261D-03  6.5222792697D+00  4.0544341597D+01
   774  1.7409672596D-05  5.3510397956D-05 -7.2540364728D-03  6.9864891869D-03  6.5222792505D+00  4.0544341358D+01
   775  1.7445484855D-05  5.3632714615D-05 -7.2689582736D-03  6.9944696532D-03  6.5222792311D+00  4.0544341117D+01
   776  1.7481370781D-05  5.3755310870D-05 -7.2839107684D-03  7.0024592352D-03  6.5222792117D+00  4.0544340877D+01
   777  1.7517330525D-05  5.3878187362D-05 -7.2988940216D-03  7.0104579434D-03  6.5222791924D+00  4.0544340635D+01
   778  1.7553364240D-05  5.4001344731D-05 -7.3139080959D-03  7.0184657883D-03  6.5222791729D+00  4.0544340394D+01
   779  1.7589472077D-05  5.4124783618D-05 -7.3289530545D-03  7.0264827804D-03  6.5222791534D+00  4.0544340151D+01
   780  1.7625654190D-05  5.4248504667D-05 -7.3440289608D-03  7.0345089299D-03  6.5222791338D+00  4.0544339908D+01
   781  1.7661910730D-05  5.4372508523D-05 -7.3591358791D-03  7.0425442475D-03  6.5222791142D+00  4.0544339665D+01
   782  1.7698241851D-05  5.4496795832D-05 -7.3742738730D-03  7.0505887435D-03  6.5222790946D+00  4.0544339421D+01
   783  1.7734647706D-05  5.4621367243D-05 -7.3894430062D-03  7.0586424285D-03  6.5222790749D+00  4.0544339176D+01
   784  1.7771128449D-05  5.4746223405D-05 -7.4046433427D-03  7.0667053129D-03  6.5222790552D+00  4.0544338931D+01
   785  1.7807684235D-05  5.4871364969D-05 -7.4198749470D-03  7.0747774074D-03  6.5222790354D+00  4.0544338685D+01
   786  1.7844315216D-05  5.4996792587D-05 -7.4351378836D-03  7.0828587222D-03  6.5222790156D+00  4.0544338439D+01
   787  1.7881021549D-05  5.5122506912D-05 -7.4504322162D-03  7.0909492681D-03  6.5222789958D+00  4.0544338192D+01
   788  1.7917803388D-05  5.5248508602D-05 -7.4657580097D-03  7.0990490556D-03  6.5222789759D+00  4.0544337945D+01
   789  1.7954660889D-05  5.5374798312D-05 -7.4811153289D-03  7.1071580951D-03  6.5222789560D+00  4.0544337696D+01
   790  1.7991594206D-05  5.5501376699D-05 -7.4965042392D-03  7.1152763973D-03  6.5222789359D+00  4.0544337448D+01
   791  1.8028603497D-05  5.5628244425D-05 -7.5119248044D-03  7.1234039728D-03  6.5222789159D+00  4.0544337199D+01
   792  1.8065688916D-05  5.5755402152D-05 -7.5273770909D-03  7.1315408321D-03  6.5222788958D+00  4.0544336950D+01
   793  1.8102850622D-05  5.5882850540D-05 -7.5428611633D-03  7.1396869860D-03  6.5222788756D+00  4.0544336699D+01
   794  1.8140088771D-05  5.6010590257D-05 -7.5583770863D-03  7.1478424448D-03  6.5222788554D+00  4.0544336448D+01
   795  1.8177403519D-05  5.6138621967D-05 -7.5739249266D-03  7.1560072193D-03  6.5222788352D+00  4.0544336197D+01
   796  1.8214795026D-05  5.6266946336D-05 -7.5895047494D-03  7.1641813203D-03  6.5222788150D+00  4.0544335945D+01
   797  1.8252263448D-05  5.6395564036D-05 -7.6051166206D-03  7.1723647582D-03  6.5222787947D+00  4.0544335692D+01
   798  1.8289808943D-05  5.6524475734D-05 -7.6207606058D-03  7.1805575437D-03  6.5222787743D+00  4.0544335439D+01
   799  1.8327431671D-05  5.6653682106D-05 -7.6364367712D-03  7.1887596876D-03  6.5222787539D+00  4.0544335185D+01
   800  1.8365131790D-05  5.6783183823D-05 -7.6521451830D-03  7.1969712006D-03  6.5222787335D+00  4.0544334931D+01
   801  1.8402909460D-05  5.6912981561D-05 -7.6678859076D-03  7.2051920932D-03  6.5222787129D+00  4.0544334676D+01
   802  1.8440764839D-05  5.7043075996D-05 -7.6836590113D-03  7.2134223764D-03  6.5222786924D+00  4.0544334420D+01
   803  1.8478698088D-05  5.7173467806D-05 -7.6994645610D-03  7.2216620606D-03  6.5222786718D+00  4.0544334165D+01
   804  1.8516709367D-05  5.7304157672D-05 -7.7153026231D-03  7.2299111568D-03  6.5222786511D+00  4.0544333908D+01
   805  1.8554798836D-05  5.7435146274D-05 -7.7311732654D-03  7.2381696756D-03  6.5222786304D+00  4.0544333650D+01
   806  1.8592966657D-05  5.7566434297D-05 -7.7470765534D-03  7.2464376279D-03  6.5222786097D+00  4.0544333393D+01
   807  1.8631212990D-05  5.7698022423D-05 -7.7630125556D-03  7.2547150244D-03  6.5222785889D+00  4.0544333134D+01
   808  1.8669537997D-05  5.7829911338D-05 -7.7789813382D-03  7.2630018758D-03  6.5222785681D+00  4.0544332875D+01
   809  1.8707941840D-05  5.7962101731D-05 -7.7949829697D-03  7.2712981931D-03  6.5222785472D+00  4.0544332616D+01
   810  1.8746424680D-05  5.8094594292D-05 -7.8110175171D-03  7.2796039869D-03  6.5222785263D+00  4.0544332356D+01
   811  1.8784986682D-05  5.8227389709D-05 -7.8270850475D-03  7.2879192682D-03  6.5222785054D+00  4.0544332095D+01
   812  1.8823628006D-05  5.8360488675D-05 -7.8431856300D-03  7.2962440477D-03  6.5222784843D+00  4.0544331833D+01
   813  1.8862348817D-05  5.8493891886D-05 -7.8593193320D-03  7.3045783363D-03  6.5222784632D+00  4.0544331571D+01
   814  1.8901149278D-05  5.8627600034D-05 -7.8754862214D-03  7.3129221449D-03  6.5222784421D+00  4.0544331309D+01
   815  1.8940029553D-05  5.8761613820D-05 -7.8916863669D-03  7.3212754844D-03  6.5222784210D+00  4.0544331045D+01
   816  1.8978989805D-05  5.8895933940D-05 -7.9079198365D-03  7.3296383655D-03  6.5222783997D+00  4.0544330782D+01
   817  1.9018030200D-05  5.9030561093D-05 -7.9241866989D-03  7.3380107994D-03  6.5222783785D+00  4.0544330517D+01
   818  1.9057150903D-05  5.9165495985D-05 -7.9404870228D-03  7.3463927967D-03  6.5222783571D+00  4.0544330252D+01
   819  1.9096352078D-05  5.9300739316D-05 -7.9568208771D-03  7.3547843685D-03  6.5222783358D+00  4.0544329986D+01
   820  1.9135633891D-05  5.9436291792D-05 -7.9731883313D-03  7.3631855258D-03  6.5222783144D+00  4.0544329721D+01
   821  1.9174996508D-05  5.9572154121D-05 -7.9895894533D-03  7.3715962793D-03  6.5222782929D+00  4.0544329454D+01
   822  1.9214440096D-05  5.9708327008D-05 -8.0060243135D-03  7.3800166402D-03  6.5222782714D+00  4.0544329187D+01
   823  1.9253964820D-05  5.9844811166D-05 -8.0224929802D-03  7.3884466193D-03  6.5222782498D+00  4.0544328919D+01
   824  1.9293570847D-05  5.9981607305D-05 -8.0389955241D-03  7.3968862278D-03  6.5222782282D+00  4.0544328649D+01
   825  1.9333258346D-05  6.0118716139D-05 -8.0555320138D-03  7.4053354765D-03  6.5222782065D+00  4.0544328380D+01
   826  1.9373027483D-05  6.0256138383D-05 -8.0721025201D-03  7.4137943765D-03  6.5222781849D+00  4.0544328111D+01
   827  1.9412878426D-05  6.0393874751D-05 -8.0887071126D-03  7.4222629387D-03  6.5222781631D+00  4.0544327840D+01
   828  1.9452811344D-05  6.0531925964D-05 -8.1053458614D-03  7.4307411743D-03  6.5222781412D+00  4.0544327569D+01
   829  1.9492826406D-05  6.0670292740D-05 -8.1220188365D-03  7.4392290945D-03  6.5222781195D+00  4.0544327297D+01
   830  1.9532923779D-05  6.0808975801D-05 -8.1387261086D-03  7.4477267099D-03  6.5222780975D+00  4.0544327025D+01
   831  1.9573103635D-05  6.0947975870D-05 -8.1554677481D-03  7.4562340319D-03  6.5222780756D+00  4.0544326752D+01
   832  1.9613366141D-05  6.1087293670D-05 -8.1722438257D-03  7.4647510715D-03  6.5222780536D+00  4.0544326478D+01
   833  1.9653711469D-05  6.1226929931D-05 -8.1890544123D-03  7.4732778399D-03  6.5222780315D+00  4.0544326204D+01
